Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date
307683,208974,Savings,99114,966,26059,Mutual Fund,01-11-2022
307684,201763,Business,85011,2683.368852,33379,Recurring Deposit,22-06-2024
307685,209416,Business,54607,3578,10993,Recurring Deposit,25-01-2024
307686,206807,Business,2087,1297,27559,Fixed Deposit,08-04-2022
307687,200496,Current,62403,4066,9099,Recurring Deposit,12-06-2023
307688,202886,Savings,49038,1411,19690,Mutual Fund,16-02-2024
307689,208399,Business,23199,1687,44861,Recurring Deposit,04-11-2023
307690,205584,Savings,98752,984,29658,Mutual Fund,07-02-2025
307691,201501,Current,27197,3204,18373,Recurring Deposit,24-07-2023
307692,206197,Savings,51060,4648,46722,Mutual Fund,21-06-2024
307693,201779,Business,13163,3100,13865,Mutual Fund,13-02-2025
307694,209605,Savings,19715,3334,4015,Recurring Deposit,23-05-2022
307695,209080,Savings,65258,1869,8594,Mutual Fund,19-08-2022
307696,206358,Savings,41636,4428,26750,Fixed Deposit,23-06-2024
307697,202501,Savings,98786,210,12814,Fixed Deposit,05-12-2024
307698,204506,Savings,57965,2633,45453,Mutual Fund,21-09-2023
307699,209932,Current,55575,825,16720,Mutual Fund,20-01-2024
307700,203964,Business,80582,438.4034141,8587,Mutual Fund,24-10-2024
307701,204027,Savings,86559,3147,15989,Recurring Deposit,27-12-2024
307702,204204,Savings,14852,3943,31068,Fixed Deposit,18-05-2023
307703,200026,Business,72367,2469,31079,Recurring Deposit,23-08-2023
307704,201439,Business,18226,1473,28486,Recurring Deposit,14-05-2023
307705,201005,Business,86448,1306.095128,23456,Fixed Deposit,09-05-2023
307706,209504,Business,37126,758,20630,Recurring Deposit,20-08-2022
307707,201011,Savings,83752,3304,29210,Recurring Deposit,21-04-2023
307708,209868,Business,25646,1597,40570,Fixed Deposit,31-12-2024
307709,206493,Current,15153,2026,6405,Mutual Fund,13-09-2024
307710,206005,Savings,72816,2993,6195,Recurring Deposit,18-11-2023
307711,206789,Current,84006,3330,49703,Recurring Deposit,06-03-2024
307712,208521,Business,9780,516,48931,Recurring Deposit,02-02-2025
307713,206051,Current,20226,3723,10257,Fixed Deposit,31-03-2023
307714,204017,Savings,5625,3156,5517,Mutual Fund,27-01-2025
307715,203004,Savings,28535,3298,37063,Mutual Fund,20-09-2024
307716,206226,Savings,11115,489,41497,Recurring Deposit,17-01-2023
307717,204362,Savings,44997,2955,33530,Recurring Deposit,05-06-2024
307718,203457,Current,43661,3342,15909,Recurring Deposit,27-08-2023
307719,205176,Savings,22651,977,9004,Fixed Deposit,05-02-2025
307720,206942,Savings,69520,3117,34086,Recurring Deposit,25-02-2025
307721,202234,Savings,29187,3668,38934,Recurring Deposit,25-12-2022
307722,207504,Business,22312,623,25961,Fixed Deposit,20-07-2023
307723,201870,Current,14673,2919,24167,Mutual Fund,18-07-2024
307724,205606,Business,67292,1238,37570,Mutual Fund,06-04-2022
307725,209736,Savings,68520,2974,18409,Recurring Deposit,29-01-2025
307726,206256,Business,45649,208.7091148,7948,Mutual Fund,03-04-2022
307727,206132,Savings,75760,1896,29836,Fixed Deposit,04-07-2022
307728,203413,Business,70333,480,3488,Fixed Deposit,08-04-2022
307729,207937,Savings,98597,4500.597577,46205,Fixed Deposit,19-12-2023
307730,207630,Savings,60336,2001,11081,Fixed Deposit,19-08-2022
307731,203781,Savings,96556,3704.33278,2087,Fixed Deposit,13-06-2024
307732,200918,Business,15721,2054,32654,Mutual Fund,29-08-2022
307733,203701,Savings,44213,1323,17982,Mutual Fund,17-02-2025
307734,208347,Business,35507,3738,44593,Mutual Fund,11-02-2024
307735,201598,Savings,22532,1662.178133,42877,Mutual Fund,18-09-2023
307736,209872,Current,75959,4714,43766,Recurring Deposit,24-02-2023
307737,201046,Savings,71959,114,24996,Recurring Deposit,04-06-2023
307738,203947,Current,26160,689,14243,Fixed Deposit,16-04-2023
307739,204882,Savings,13082,4352,24996,Recurring Deposit,14-01-2023
307740,203482,Savings,13063,1749,31141,Recurring Deposit,12-05-2022
307741,207941,Savings,99164,2845,14351,Mutual Fund,26-04-2022
307742,200227,Savings,43356,1450,8843,Recurring Deposit,07-11-2024
307743,205882,Savings,36219,3127,37202,Fixed Deposit,10-08-2022
307744,203152,Business,62947,410,14990,Recurring Deposit,17-06-2022
307745,202635,Business,86620,3597,8695,Mutual Fund,28-09-2024
307746,203352,Business,60634,2599,25694,Recurring Deposit,04-01-2025
307747,206774,Current,48337,1648,42762,Recurring Deposit,20-02-2023
307748,202811,Savings,74130,4360,27615,Recurring Deposit,07-10-2024
307749,208365,Savings,40379,1259,1927,Recurring Deposit,06-12-2024
307750,207526,Savings,69303,1726,37915,Mutual Fund,26-09-2022
307751,201398,Current,92979,2284,19222,Mutual Fund,23-09-2022
307752,207222,Current,57912,3121,14527,Fixed Deposit,02-08-2022
307753,207831,Current,24649,2784,39804,Fixed Deposit,15-10-2024
307754,203402,Current,48514,3615,24272,Mutual Fund,08-10-2022
307755,203735,Business,46435,1838,6970,Fixed Deposit,26-10-2023
307756,202434,Current,90769,316,17543,Mutual Fund,03-01-2025
307757,203219,Current,77904,3258,13723,Fixed Deposit,21-12-2024
307758,201147,Current,80426,1005,21817,Fixed Deposit,16-08-2024
307759,204835,Current,80848,4138,9458,Recurring Deposit,02-01-2023
307760,209669,Business,8644,944,31080,Mutual Fund,09-09-2022
307761,200705,Savings,81635,3065,3983,Fixed Deposit,05-03-2025
307762,206222,Current,83002,1099,30126,Fixed Deposit,01-01-2023
307763,202596,Business,83452,2644,5469,Recurring Deposit,18-04-2023
307764,203528,Business,6835,795,37816,Fixed Deposit,21-06-2023
307765,203832,Business,50131,1297,18712,Fixed Deposit,15-03-2024
307766,204807,Savings,26046,1525,30323,Fixed Deposit,10-01-2025
307767,208792,Current,92803,4780,24232,Fixed Deposit,16-07-2022
307768,206369,Savings,7846,1977,31146,Fixed Deposit,07-12-2024
307769,202382,Business,77735,416,15446,Recurring Deposit,23-02-2024
307770,208313,Savings,81694,2643,17221,Fixed Deposit,24-05-2023
307771,200475,Business,78323,1559,33327,Fixed Deposit,13-01-2024
307772,208428,Business,29545,2479,31736,Fixed Deposit,28-02-2025
307773,202826,Current,40866,2379,2157,Mutual Fund,21-01-2025
307774,203913,Business,52997,3700,36387,Mutual Fund,05-08-2023
307775,209859,Savings,88307,1147.570651,2335,Fixed Deposit,24-04-2023
307776,208573,Savings,92878,539,28156,Recurring Deposit,27-11-2022
307777,207571,Business,29537,4016,28466,Fixed Deposit,13-07-2022
307778,204484,Current,7392,2772,37734,Mutual Fund,25-05-2023
307779,201470,Savings,77157,1268.7305,31527,Mutual Fund,25-06-2022
307780,203264,Current,92473,1441,49751,Recurring Deposit,05-11-2023
307781,203724,Current,3693,3189,27718,Fixed Deposit,14-11-2023
307782,202510,Current,80623,1857,23485,Mutual Fund,19-08-2023
307783,208776,Current,28790,2015,22689,Mutual Fund,22-06-2022
307784,200514,Business,73198,2714,3096,Recurring Deposit,26-04-2023
307785,203467,Business,80068,3533,28856,Mutual Fund,06-05-2023
307786,200209,Business,15393,4574,11465,Mutual Fund,22-12-2022
307787,206967,Current,90532,3597,21234,Recurring Deposit,03-02-2024
307788,204153,Savings,91335,1608,18797,Recurring Deposit,06-07-2022
307789,209944,Savings,44659,3953,6050,Recurring Deposit,22-04-2024
307790,203840,Business,51287,4461,7066,Mutual Fund,26-01-2023
307791,204039,Savings,20992,3039,47256,Mutual Fund,24-10-2024
307792,205232,Business,39546,3944,13400,Fixed Deposit,20-11-2023
307793,204166,Current,42769,1349.919865,27358,Fixed Deposit,23-12-2022
307794,209698,Business,85214,3651,42080,Fixed Deposit,17-12-2024
307795,201068,Savings,17907,264,30614,Recurring Deposit,23-04-2024
307796,203856,Business,98250,2308,4884,Mutual Fund,05-09-2022
307797,201765,Business,24328,3780,8216,Mutual Fund,30-10-2022
307798,206685,Savings,17803,4381,45199,Fixed Deposit,07-07-2024
307799,209419,Business,66667,1286,20207,Recurring Deposit,19-01-2024
307800,204571,Business,62922,1628,13781,Mutual Fund,23-02-2023
307801,207407,Savings,90521,3226,17153,Fixed Deposit,29-10-2024
307802,200571,Business,7261,2637,1755,Recurring Deposit,14-12-2024
307803,207621,Current,46425,236,2419,Mutual Fund,02-09-2022
307804,203225,Business,21999,3118,9800,Fixed Deposit,04-02-2024
307805,209765,Savings,71278,784,27092,Recurring Deposit,27-04-2023
307806,204561,Current,70479,2558,35166,Fixed Deposit,28-08-2022
307807,200224,Current,80256,3075,46903,Fixed Deposit,14-05-2022
307808,208749,Savings,97846,1548,13376,Mutual Fund,12-07-2022
307809,205673,Savings,72313,3832,46431,Fixed Deposit,08-07-2022
307810,203528,Business,38130,3503,6666,Mutual Fund,24-08-2024
307811,206635,Current,6341,1130,13636,Mutual Fund,14-04-2023
307812,208644,Current,88452,4985,25809,Recurring Deposit,11-02-2024
307813,201897,Current,3646,3779,20291,Recurring Deposit,19-04-2022
307814,202849,Savings,31974,2726,36983,Recurring Deposit,02-05-2024
307815,200741,Business,54857,3357,6714,Fixed Deposit,07-11-2022
307816,208900,Savings,71098,4656,18063,Mutual Fund,29-12-2024
307817,208345,Current,3565,1465,39661,Mutual Fund,09-12-2024
307818,208657,Business,38096,3107,8770,Recurring Deposit,22-03-2022
307819,208758,Business,88054,2317,25545,Mutual Fund,18-05-2022
307820,204057,Savings,60720,1151,31352,Mutual Fund,16-01-2025
307821,202814,Current,86532,4183,22279,Mutual Fund,17-11-2023
307822,205569,Current,43175,463.7295998,42367,Recurring Deposit,08-05-2023
307823,206222,Current,52945,872,45002,Recurring Deposit,11-11-2022
307824,208202,Business,93389,1306,20106,Fixed Deposit,12-03-2025
307825,201004,Current,23742,579,17479,Fixed Deposit,15-08-2023
307826,204905,Savings,49759,927,37404,Fixed Deposit,18-11-2023
307827,204944,Business,3188,4240,35683,Recurring Deposit,29-08-2024
307828,206304,Savings,6587,1079,9078,Recurring Deposit,26-03-2022
307829,200498,Business,5920,1996,5004,Mutual Fund,29-05-2024
307830,206315,Savings,75751,4701,35388,Fixed Deposit,21-04-2024
307831,207000,Current,60344,4844,5045,Recurring Deposit,01-04-2024
307832,206369,Business,92826,2282,42366,Mutual Fund,27-01-2024
307833,205939,Savings,44732,3901,42990,Fixed Deposit,08-12-2023
307834,207436,Business,47619,1743,26860,Mutual Fund,07-07-2022
307835,204390,Business,62277,3697,33594,Recurring Deposit,07-07-2024
307836,207486,Current,19556,4550,36434,Fixed Deposit,06-03-2023
307837,201551,Business,94524,2438,22190,Recurring Deposit,26-03-2022
307838,200725,Savings,26456,2338,26543,Mutual Fund,08-11-2023
307839,204681,Business,8424,2678,16939,Fixed Deposit,23-02-2025
307840,206727,Savings,90040,2462,43875,Fixed Deposit,07-04-2024
307841,204429,Current,60735,3491,45900,Fixed Deposit,25-09-2022
307842,206880,Business,67722,2852,17265,Mutual Fund,18-08-2024
307843,204457,Savings,14603,2164,16153,Mutual Fund,29-06-2024
307844,209121,Business,4597,1013,10723,Recurring Deposit,29-09-2023
307845,200934,Business,9375,4603,38744,Mutual Fund,20-08-2023
307846,209264,Current,1907,330,26851,Mutual Fund,12-02-2025
307847,204585,Business,6734,3303,11637,Fixed Deposit,04-07-2023
307848,203812,Business,94692,186,35789,Mutual Fund,03-12-2023
307849,200872,Current,5237,4704,21079,Fixed Deposit,14-06-2022
307850,208490,Business,55461,888,27473,Mutual Fund,27-11-2024
307851,202606,Current,58973,4194,18269,Recurring Deposit,20-12-2024
307852,205818,Business,62144,766,8238,Fixed Deposit,08-08-2022
307853,203268,Savings,22013,222,21884,Mutual Fund,09-10-2023
307854,203984,Savings,83544,4643,41672,Mutual Fund,28-06-2024
307855,207186,Savings,57932,4680.590742,4466,Recurring Deposit,31-08-2023
307856,206061,Current,97284,161,17803,Fixed Deposit,23-07-2022
307857,207540,Current,98735,2578,16946,Recurring Deposit,04-03-2024
307858,205273,Current,49714,3493,45065,Recurring Deposit,14-06-2023
307859,208385,Current,7493,4492,44485,Recurring Deposit,21-12-2024
307860,202651,Current,85821,317,44720,Recurring Deposit,30-01-2023
307861,202435,Current,22006,3600,36654,Mutual Fund,20-12-2022
307862,205525,Business,57980,178,21397,Mutual Fund,29-07-2024
307863,200367,Savings,83030,2912,29603,Recurring Deposit,21-05-2022
307864,202609,Current,6720,669.1804775,19321,Recurring Deposit,07-11-2023
307865,207615,Business,48350,502,10308,Mutual Fund,10-01-2025
307866,207122,Business,78644,1834,40252,Fixed Deposit,11-01-2023
307867,207945,Current,9304,1619,43893,Mutual Fund,28-06-2023
307868,201889,Savings,11705,193,45815,Mutual Fund,06-03-2025
307869,208719,Current,34596,291,22657,Mutual Fund,17-11-2023
307870,202147,Savings,91692,3854,27740,Recurring Deposit,02-09-2022
307871,205558,Savings,40154,3610,10210,Recurring Deposit,24-11-2024
307872,208469,Current,9647,4145,12570,Recurring Deposit,23-02-2025
307873,201401,Savings,69515,2590,5447,Recurring Deposit,30-09-2023
307874,200328,Savings,19614,3219,12097,Fixed Deposit,14-04-2024
307875,201023,Savings,6444,4497,29731,Mutual Fund,30-07-2022
307876,208955,Current,96573,3736,41612,Fixed Deposit,28-11-2024
307877,200032,Savings,59951,4983,24434,Recurring Deposit,30-01-2024
307878,203168,Savings,98266,1341,39604,Mutual Fund,09-01-2023
307879,200385,Business,96634,585,18825,Recurring Deposit,24-10-2022
307880,206756,Current,82569,2099,39752,Fixed Deposit,15-05-2022
307881,203388,Savings,94125,1542,38177,Fixed Deposit,14-01-2023
307882,206464,Current,77538,2795,14507,Recurring Deposit,29-04-2022
307883,204181,Current,85605,2085,6685,Fixed Deposit,27-09-2024
307884,202589,Business,51416,4735,7599,Recurring Deposit,26-03-2023
307885,209279,Business,26208,4211,13401,Recurring Deposit,18-04-2024
307886,208271,Savings,81976,2606,17827,Fixed Deposit,14-11-2023
307887,200393,Savings,43830,2132,2802,Fixed Deposit,26-06-2022
307888,200666,Savings,64646,4515,36009,Recurring Deposit,07-07-2024
307889,202925,Current,22909,2568,34240,Recurring Deposit,14-12-2024
307890,207978,Business,41134,1712.780304,36379,Recurring Deposit,12-07-2023
307891,202258,Business,22505,2692,41846,Mutual Fund,05-05-2024
307892,207538,Savings,76086,1925,27187,Fixed Deposit,27-06-2024
307893,207266,Business,32765,4848,18248,Fixed Deposit,16-02-2024
307894,202314,Current,69077,4174,4487,Fixed Deposit,15-04-2022
307895,209267,Savings,13453,2931,18477,Fixed Deposit,17-05-2022
307896,207289,Business,9308,3975,11346,Fixed Deposit,30-08-2023
307897,200031,Savings,50000,1848,23784,Recurring Deposit,16-06-2022
307898,201020,Current,3390,4746,7629,Recurring Deposit,27-08-2023
307899,209551,Current,66824,3290,45647,Mutual Fund,26-05-2022
307900,204563,Savings,25913,536,4603,Fixed Deposit,10-12-2023
307901,200291,Savings,59219,4981,14425,Recurring Deposit,20-09-2022
307902,207598,Business,8302,1676,25100,Fixed Deposit,12-02-2023
307903,208791,Current,95522,1612,1359,Mutual Fund,30-12-2024
307904,200170,Current,8895,4302,23529,Mutual Fund,20-01-2025
307905,206511,Savings,35058,1863,47669,Mutual Fund,10-06-2024
307906,203892,Business,57977,3207,41657,Recurring Deposit,02-03-2024
307907,207300,Savings,90472,602,41080,Mutual Fund,06-02-2025
307908,209298,Savings,50084,555.5110933,3663,Fixed Deposit,01-07-2024
307909,202930,Savings,22624,2344,33617,Mutual Fund,07-11-2022
307910,202939,Current,68572,629.0156992,34566,Mutual Fund,05-09-2024
307911,200111,Savings,38120,2052,44794,Mutual Fund,17-03-2023
307912,200354,Savings,26370,4764,14628,Fixed Deposit,10-07-2022
307913,205889,Business,74974,2470,48519,Fixed Deposit,17-05-2022
307914,208073,Savings,91696,2603,6456,Mutual Fund,26-10-2022
307915,208382,Business,57283,2682,13631,Recurring Deposit,18-04-2024
307916,203642,Savings,90931,382,35279,Recurring Deposit,30-12-2024
307917,202309,Current,41255,517,40555,Recurring Deposit,19-04-2022
307918,209939,Savings,47640,4956,38188,Mutual Fund,22-03-2024
307919,209554,Current,89944,4388,24412,Mutual Fund,05-11-2024
307920,207215,Savings,6062,4716,19942,Recurring Deposit,31-05-2022
307921,205020,Current,90849,2511,23138,Recurring Deposit,01-04-2023
307922,203927,Current,49290,636,12763,Recurring Deposit,14-03-2025
307923,204424,Savings,19360,2225,12304,Fixed Deposit,22-12-2024
307924,202919,Business,54416,1114,38248,Fixed Deposit,09-10-2022
307925,208964,Current,4663,4661,6545,Recurring Deposit,12-04-2022
307926,202064,Current,19887,4436,49834,Fixed Deposit,13-12-2022
307927,205655,Savings,11991,382,13822,Fixed Deposit,27-11-2024
307928,208026,Business,94957,4911,16628,Mutual Fund,06-06-2022
307929,205743,Current,31051,1819,12989,Fixed Deposit,11-07-2023
307930,206225,Savings,73814,2194,27334,Mutual Fund,19-08-2022
307931,205637,Current,40515,4884,45445,Mutual Fund,27-02-2024
307932,202843,Savings,15626,1777,31667,Recurring Deposit,25-10-2024
307933,206249,Savings,42646,1719,41021,Fixed Deposit,11-12-2022
307934,201683,Business,40197,2723.434012,21494,Recurring Deposit,24-09-2024
307935,207887,Savings,67291,798,29091,Mutual Fund,28-06-2022
307936,200146,Business,3056,1939,30310,Fixed Deposit,02-09-2022
307937,203079,Savings,81960,2505,2048,Recurring Deposit,14-09-2022
307938,203876,Savings,15672,1576,25505,Recurring Deposit,01-05-2024
307939,209916,Current,61077,3172,18921,Recurring Deposit,30-09-2024
307940,202558,Business,33383,4394,2088,Mutual Fund,01-11-2024
307941,208926,Current,14589,2152,13115,Recurring Deposit,26-02-2023
307942,204133,Business,96241,695,42131,Recurring Deposit,27-06-2022
307943,206070,Business,86337,2324.151307,38017,Fixed Deposit,29-01-2023
307944,207391,Current,80245,268,44399,Mutual Fund,12-01-2024
307945,208078,Business,86208,1043,37946,Mutual Fund,27-08-2023
307946,208762,Business,70102,2606,43142,Fixed Deposit,06-02-2025
307947,203658,Current,92786,3504,29265,Recurring Deposit,05-12-2023
307948,207529,Business,88442,4116,27561,Recurring Deposit,06-08-2023
307949,209939,Current,98514,1509,47556,Fixed Deposit,24-09-2022
307950,201419,Savings,22810,1442,3441,Fixed Deposit,15-02-2025
307951,209072,Current,49155,822,10455,Mutual Fund,31-08-2024
307952,200848,Business,23810,2052,1045,Fixed Deposit,16-07-2024
307953,206930,Savings,11747,3912,32417,Recurring Deposit,20-10-2022
307954,208956,Savings,61150,4570,18620,Recurring Deposit,02-08-2023
307955,206426,Savings,3197,1404,2458,Recurring Deposit,15-02-2023
